title,link,cited_number,cited_papers_link,related_papers_link,snippet,versions_number,all_versions_link,paper_id
Leveraging GPT-2 for classifying spam reviews with limited labeled data via adversarial training,https://arxiv.org/abs/2012.13400,11,"https://scholar.google.com/scholar?cites=6061694919664095739&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:-1Fex2l3H1QJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… The GPT-2 model, on the other hand, is auto-regressive in nature. GPT-2 is pre-trained on … natural fit for GPT-2, we will use the pre-trained GPT-2 model (instead of BERT) in our work. …",2,"https://scholar.google.com/scholar?cluster=6061694919664095739&hl=en&as_sdt=0,5",SJGwdjqW
Is GPT-4 a Good Data Analyst?,https://arxiv.org/abs/2305.15038,22,"https://scholar.google.com/scholar?cites=5496602677661791066&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:WvN9WQPbR0wJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… In detail, we regard GPT-4 as a data analyst to perform end-to-… by carefully designing the prompts for GPT-4 to conduct … data analysts and GPT-4. Experimental results show that …",2,"https://scholar.google.com/scholar?cluster=5496602677661791066&hl=en&as_sdt=0,5",3UGeOWBI
Genes in the HindIII J fragment of the murine cytomegalovirus genome are dispensable for growth in cultured cells: insertion mutagenesis with a lacZ/gpt cassette,https://journals.asm.org/doi/abs/10.1128/jvi.68.8.4837-4846.1994,67,"https://scholar.google.com/scholar?cites=1322003536741874797&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:bTxPXzazWBIJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… The Escherichia coli gpt gene, first used as a selection marker in mammalian cells (37), has … In this paper, a dual marker cassette consisting of the gpt and lacZ genes has been used to …",11,"https://scholar.google.com/scholar?cluster=1322003536741874797&hl=en&as_sdt=0,5",tMP7lC4m
From Sparse to Dense: GPT-4 Summarization with Chain of Density Prompting,https://arxiv.org/abs/2309.04269,1,"https://scholar.google.com/scholar?cites=12499531921270454735&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… GPT-4 summaries with what we refer to as a ``Chain of Density'' (CoD) prompt. Specifically, GPT-… , and have less of a lead bias than GPT-4 summaries generated by a vanilla prompt. We …",no_versions_number,no_all_versions_link,iTfjJPxg
Visual Representation of Co-Authorship with GPT-3: Studying Human-Machine Interaction for Effective Writing.,https://eric.ed.gov/?id=ED630873,1,"https://scholar.google.com/scholar?cites=5737427714742885571&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:wxy7vRtwn08J:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… release of Chat-GPT by OpenAI, the automated text generation capabilities of GPT-3 are … logs from a writing assistant where writers interacted with GPT-3 writing suggestions to co-write …",no_versions_number,no_all_versions_link,7pubfoa6
Does fine-tuning GPT-3 with the OpenAI API leak personally-identifiable information?,https://arxiv.org/abs/2307.16382,2,"https://scholar.google.com/scholar?cites=13464286042564304230&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… on GPT-3 … a GPT-3 fine-tuned classification model, and (2) we design a practical word generation task called Autocomplete to investigate the extent of PII memorization in fine-tuned GPT…",2,"https://scholar.google.com/scholar?cluster=13464286042564304230&hl=en&as_sdt=0,5",FyUhKLbw
GPT-PINN: Generative Pre-Trained Physics-Informed Neural Networks toward non-intrusive Meta-learning of parametric PDEs,https://www.sciencedirect.com/science/article/pii/S0168874X23001403,1,"https://scholar.google.com/scholar?cites=303266888844603300&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:pG-47aBrNQQJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… In this paper, we propose the Generative Pre-Trained PINN (GPT-PINN) to mitigate both challenges in the setting of parametric PDEs. GPT-PINN represents a brand-new meta-learning …",4,"https://scholar.google.com/scholar?cluster=303266888844603300&hl=en&as_sdt=0,5",1vJkN8bW
Gpt4all: Training an assistant-style chatbot with large scale data distillation from gpt-3.5-turbo,http://static.nomic.ai.s3.amazonaws.com/gpt4all/2023_GPT4All_Technical_Report.pdf,35,"https://scholar.google.com/scholar?cites=16228778633075647044&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:RGLs2i40OOEJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","This preliminary technical report describes the development of GPT4All, a chatbot trained over a massive curated corpus of assistant interactions including word problems, story …",no_versions_number,no_all_versions_link,9wrDlqfv
Idea2img: Iterative self-refinement with gpt-4v (ision) for automatic image design and generation,https://arxiv.org/abs/2310.08541,2,"https://scholar.google.com/scholar?cites=960845636818346506&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"We introduce ``Idea to Image,'' a system that enables multimodal iterative self-refinement with GPT-4V(ision) for automatic image design and generation. Humans can quickly identify the …",2,"https://scholar.google.com/scholar?cluster=960845636818346506&hl=en&as_sdt=0,5",7WAlh0LT
A novel signature derived from metabolism-related genes GPT and SMS to predict prognosis of laryngeal squamous cell carcinoma,https://link.springer.com/article/10.1186/s12935-022-02647-2,3,"https://scholar.google.com/scholar?cites=10788430404773811837&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:fRaRKEs0uJUJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… , we integrated GPT and SMS expression according to the prognostic signature (GPT * − … In FDEENT cohort (n = 51), we found that the AUC of risk score (GPT + SMS) was 0.798 (p = …",12,"https://scholar.google.com/scholar?cluster=10788430404773811837&hl=en&as_sdt=0,5",epSoZa3x
"Potent genotoxicity of aminophenylnorharman, formed from non-mutagenic norharman and aniline, in the liver of gpt delta transgenic mouse",https://academic.oup.com/carcin/article-abstract/24/12/1985/2390390,37,"https://scholar.google.com/scholar?cites=16292130556705195334&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:RkWzAmxGGeIJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… gpt delta transgenic mice were fed a diet containing 10 or 20 ppm APNH for 12 weeks. The gpt … In the colon mucosa, the gpt MF increased ∼5-fold in 20 ppm APNH-treated mice. Our …",12,"https://scholar.google.com/scholar?cluster=16292130556705195334&hl=en&as_sdt=0,5",ygbsmO8I
Testing GPT-4 with Wolfram Alpha and Code Interpreter plug-ins on math and science problems,https://arxiv.org/abs/2308.05713,4,"https://scholar.google.com/scholar?cites=3784626833876807465&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… This report describes a test of the large language model GPT-4 with the the … GPT’s ability to solve these problems. Having said that, there are still often ”interface” failures; that is, GPT …",2,"https://scholar.google.com/scholar?cluster=3784626833876807465&hl=en&as_sdt=0,5",3jkrdvVD
"Fine-tuning gpt-2 to patch programs, is it worth it?",https://link.springer.com/chapter/10.1007/978-3-031-10542-5_6,4,"https://scholar.google.com/scholar?cites=2978300653693897750&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:Fgy9MaoMVSkJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… made the GPT family famous … GPT-2, the original model was essentially scaled-up, resulting in a model with 10x more parameters than the original. Although GPT-2 is not the latest GPT …",4,"https://scholar.google.com/scholar?cluster=2978300653693897750&hl=en&as_sdt=0,5",iMBzZ7xF
Lost in Translation: When GPT-4V (ision) Can't See Eye to Eye with Text. A Vision-Language-Consistency Analysis of VLLMs and Beyond,https://arxiv.org/abs/2310.12520,2,"https://scholar.google.com/scholar?cites=6182548140742043811&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… Models like GPT-4V, blending computer vision and language modeling, excel in complex … Our findings reveal that models like GPT-4V tend to perform consistently modalities when the …",no_versions_number,no_all_versions_link,weoN2lgm
Reference-free and cost-effective automated cell type annotation with GPT-4 in single-cell RNA-seq analysis,https://www.biorxiv.org/content/10.1101/2023.04.16.537094.abstract,4,"https://scholar.google.com/scholar?cites=7724580419844200819&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:c1nAG_c4M2sJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… GPT models in answering biomedical questions29–32. Thus, we hypothesize that GPT-4, one of the most advanced GPT … GPT-4 will potentially transform the manual cell type annotation …",9,"https://scholar.google.com/scholar?cluster=7724580419844200819&hl=en&as_sdt=0,5",qxbevwK7
Unlocking the power of generative AI models and systems such as GPT-4 and ChatGPT for higher education: A guide for students and lecturers,https://www.econstor.eu/handle/10419/270970,28,"https://scholar.google.com/scholar?cites=13751814499140181307&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:Ox1RPm1C2L4J:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… In contrast to the previous models from OpenAI, GPT-1 and GPT-2, which aimed to … GPT models, our initial tests suggest that GPT-4 has substantially fewer hallucinations than GPT-3.5. …",5,"https://scholar.google.com/scholar?cluster=13751814499140181307&hl=en&as_sdt=0,5",7iuyLkxv
GPT-4 to GPT-3.5:'Hold My Scalpel'--A Look at the Competency of OpenAI's GPT on the Plastic Surgery In-Service Training Exam,https://arxiv.org/abs/2304.01503,4,"https://scholar.google.com/scholar?cites=15352892775716088664&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:WOs366JuENUJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5",… OpenAI’s GPT. Unlike many of the simulated tests or practice questions shown in the GPT-4 … Our evaluation shows dramatic improvement of GPT-4 (without vision) over GPT-3.5 with …,2,"https://scholar.google.com/scholar?cluster=15352892775716088664&hl=en&as_sdt=0,5",JAN9uvOa
"Translating radiology reports into plain language using ChatGPT and GPT-4 with prompt learning: results, limitations, and potential",https://link.springer.com/article/10.1186/s42492-023-00136-5,35,"https://scholar.google.com/scholar?cites=13112683226831273242&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:Gj2Au-ub-bUJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","The large language model called ChatGPT has drawn extensively attention because of its human-like expression and reasoning abilities. In this study, we investigate the feasibility of …",8,"https://scholar.google.com/scholar?cluster=13112683226831273242&hl=en&as_sdt=0,5",52Md0E3P
"… for Natural Language Processing: Build, train, and fine-tune deep neural network architectures for NLP with Python, PyTorch, TensorFlow, BERT, and GPT-3",https://books.google.com/books?hl=en&lr=&id=u9FjEAAAQBAJ&oi=fnd&pg=PP1&dq=gpt&ots=5DXpAx7hzH&sig=Y3de_8UqpSd6rU9CvYWYst6Tjg4,16,"https://scholar.google.com/scholar?cites=11090945260804954298&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:utiUzfPz6pkJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… ’s GPT models before explaining the different GPT-3 engines. Then we will run a GPT-2 … Next, we’ll see the GPT-3 playground in action before coding a GPT-3 model for NLP tasks …",2,"https://scholar.google.com/scholar?cluster=11090945260804954298&hl=en&as_sdt=0,5",HouDVdf3
A pilot study on the efficacy of GPT-4 in providing orthopedic treatment recommendations from MRI reports,https://www.nature.com/articles/s41598-023-47500-2,7,no_cited_papers_link,no_related_pages_link,"… the validity of treatment recommendations provided by GPT-4, explicitly focusing on … the advice given by GPT-4 is scientifically sound and clinically safe. We hypothesize that GPT-4 …",6,"https://scholar.google.com/scholar?cluster=3188167871064253229&hl=en&as_sdt=0,5",ot5q7hv3
Are ChatGPT and GPT-4 General-Purpose Solvers for Financial Text Analytics? An Examination on Several Typical Tasks,https://arxiv.org/abs/2305.05862,15,"https://scholar.google.com/scholar?cites=3889180701967723197&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:vSoXID4l-TUJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… examining the potential of ChatGPT and GPT-4 as a solver for … The preliminary study shows that ChatGPT and GPT-4 … of the current versions of ChatGPT and GPT-4, comparing them to …",2,"https://scholar.google.com/scholar?cluster=3889180701967723197&hl=en&as_sdt=0,5",UujqH6aM
Assessing the quality of multiple-choice questions using gpt-4 and rule-based methods,https://link.springer.com/chapter/10.1007/978-3-031-42682-7_16,1,"https://scholar.google.com/scholar?cites=84495054017682255&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… GPT-4, a transformer-based multimodal model pre-trained to predict the next token in a document [30]. We utilize GPT… What also makes GPT-4 unique compared to many other language …",6,"https://scholar.google.com/scholar?cluster=84495054017682255&hl=en&as_sdt=0,5",JwsCePyb
GPTCloneBench: A comprehensive benchmark of semantic clones and cross-language clones using GPT-3 model and SemanticCloneBench,https://arxiv.org/abs/2308.13963,1,"https://scholar.google.com/scholar?cites=10177526901524968381&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… GPT-3 model has shown outstanding text production, including code generation and summarization. In this paper, we used the GPT… better results using GPT-3 question formulation. …",2,"https://scholar.google.com/scholar?cluster=10177526901524968381&hl=en&as_sdt=0,5",eJYBdjiT
On the Road with GPT-4V (ision): Early Explorations of Visual-Language Model on Autonomous Driving,https://arxiv.org/abs/2311.05332,2,"https://scholar.google.com/scholar?cites=17454470315438145676&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… This report provides an exhaustive evaluation of the latest state-of-the-art VLM, GPT-4V(ision), and its … Our findings reveal that GPT-4V demonstrates superior performance in scene …",no_versions_number,no_all_versions_link,UPdeD5ub
"Large language models for structured reporting in radiology: performance of GPT-4, ChatGPT-3.5, Perplexity and Bing",https://link.springer.com/article/10.1007/s11547-023-01651-4,16,"https://scholar.google.com/scholar?cites=17219910563370408212&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:FJmwIWxp-e4J:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5",Structured reporting may improve the radiological workflow and communication among physicians. Artificial intelligence applications in medicine are growing fast. Large language …,3,"https://scholar.google.com/scholar?cluster=17219910563370408212&hl=en&as_sdt=0,5",FWXe9lKQ
